-1.067052826293574119e+00,9.243063551223103858e+00
1.086543176805352395e+00,-6.948158045078625555e+00
-2.309702648740531661e+00,5.849694403051664437e+00
-1.597289646358629689e+00,8.453690445907509954e+00
-5.798167113004611295e+00,-3.784055282998873171e+00
-2.298337758502234429e+00,-4.660053706981548416e+00
-1.682107985867876909e+00,1.128434228437768994e+01
-7.382964503935799394e-01,-5.201352602582722362e+00
-1.920483449019779187e-01,-6.453187644214292362e+00
-6.379202873992233513e+00,-2.176723546248037877e+00
-5.120548034081261690e+00,-2.914491760351963556e+00
-4.222976486733168500e+00,9.047199454713279465e+00
-2.678157307188973490e+00,-2.328288190942291447e+00
-3.029941087957542578e+00,1.869593819168617888e+00
-5.739381206103111310e+00,-7.256488454776786057e-01
-1.994275710062348272e+00,4.286168677496327462e+00
-2.895220860268497010e+00,1.102223535783302033e+01
-1.112869372278886049e+00,1.030863795323175758e+01
-5.199870512477072992e+00,-1.598793644612038323e+00
-4.759165970283645741e+00,-1.970477668790469483e+00
-6.768653078415144186e+00,-3.569075731935395623e+00
-2.657157810284815902e+00,3.337637138898112088e+00
-4.617224626321588588e+00,1.063731865707196000e+01
-1.437293368410216043e+00,1.121377360156956016e+01
-1.980687872033969121e+00,9.731428378252878986e+00
-1.478382684272693925e+00,4.021566748677040337e+00
-3.745803436067439485e+00,9.155456253461764504e+00
-5.510905087514421652e-01,-2.198025942342542560e+00
-2.680156292138470508e+00,5.584897860128103630e+00
-1.186971209309737318e-01,1.049502599276905990e+01
7.089461260648421970e-02,1.271614865098487002e+01
-6.030976845580398482e+00,-1.016686492439063727e+00
-6.435434813825152034e+00,1.191650249224003311e-01
-7.912713260117396619e-01,-5.632310656278446181e+00
9.021892275064735678e-02,-4.249881282283843653e+00
-3.729603966705538731e+00,-2.405524100692744582e+00
-5.472014969970509846e+00,-1.290982806536072447e+00
-4.504001794044276252e+00,-1.295525573786799889e+00
-1.596049703234233341e+00,7.089528910848208021e+00
-2.452851703252108440e+00,6.358144712289824696e+00
-1.024812361013101913e+00,1.345481221979102493e+01
-7.169178081272034930e+00,-3.683056845836429893e+00
-2.094448768703282671e+00,6.603088853840054284e+00
-3.085499829939309713e+00,6.221614794067125587e+00
-6.821405758936108787e-01,-4.832693601185842347e+00
1.644368130536052908e+00,-3.296883985865905142e+00
-1.811653861205422711e+00,9.572866733656228533e+00
-1.217695843398891586e-01,6.512752840443639890e+00
-1.651438835135559335e+00,6.383161684719484086e+00
-4.187217978603376523e+00,8.938000612284461965e+00
-1.107034551410107870e+00,-4.837131515089881262e+00
-7.626274214785459193e+00,-4.607272318230048569e+00
-3.065688872062366510e-01,5.258440923929445177e+00
-1.235812748440488607e+00,8.358052902003079154e+00
-1.858075353461456913e-01,2.577188929062947942e+00
7.287971975739138131e-01,6.065286318413974698e+00
-1.704008792096425529e+00,-2.880084640781787719e+00
-5.027063840598956723e+00,7.612984306077485996e-01
-6.224432245471185787e+00,-6.571624667451434476e-01
-2.908079806126491640e+00,5.276694909267868994e+00
-1.377113679090485654e+00,-5.500474545051088349e+00
-5.579862774116489677e-01,-2.700886205289910080e+00
-5.688339472418255660e+00,7.946011725780242507e+00
-2.774130562508133835e+00,-5.788729595037243492e+00
-1.531596372869828526e+00,-5.429909525482003119e+00
-3.228484718886640348e+00,9.446429183623694215e+00
9.867774960822879304e-01,-7.306907618752084055e+00
-4.426619358674050098e+00,3.350710153447391537e+00
-3.171625160160786994e+00,1.103476103183576384e+01
-4.745164742976821337e+00,7.898377545594318150e+00
1.024714650449968678e+00,-4.647954180602200225e+00
-6.135664317119249311e+00,-2.930940353673638921e+00
-3.426720334671920831e+00,7.642842070778062435e+00
1.278312703029919062e+00,-6.295194839535186659e+00
-3.164830947438047382e+00,6.356364032931835162e+00
1.139105739481394153e-02,5.462351233999893196e+00
-5.412323775356072453e+00,-2.686664941354191427e+00
4.611641249152955702e-01,4.691431864106792027e+00
-2.414696621263222820e+00,4.662698624903976352e+00
-3.776863629421156610e-01,-5.751776201978509917e+00
-6.106914208581592618e+00,-5.984947057351155841e+00
-4.875353117599878772e-01,6.366693135757508948e+00
-5.731933164372710721e+00,-1.814250516669940527e+00
-4.887974740395274686e+00,-2.962267609941595659e+00
-5.915516860844645564e+00,-1.394632775894447674e+00
-7.445000734504716888e+00,-1.824709524849112752e+00
-3.390082159536802031e+00,1.095634468702521858e+01
2.476228600524241208e-01,-5.035436155637302846e+00
-3.102604319327919580e+00,1.094696090458672799e+01
-5.154179199094948594e+00,-4.127964568000063394e+00
-4.286331935638115764e-01,-4.249477014599042590e+00
-4.275015043926716274e+00,1.083594686047186428e+01
4.559760205136562106e-02,-4.598839178374095837e+00
-5.048048250287545002e+00,4.277653363323052460e+00
-2.406129465033379322e+00,5.078092350095303686e+00
-2.274513797432453632e+00,-1.541860527646201628e+00
-1.577446414318127987e-01,-1.153416251557577787e+01
-2.195328279484475509e+00,4.520094076302230590e+00
-5.012097556305747936e-01,-3.665344377357392602e+00
-2.550934740774662313e+00,5.078089286428974169e+00
-7.894348005605035468e+00,-3.170305941174357045e+00
-1.533494471238867174e+00,-5.871372051713208862e+00
-3.691772381245312928e+00,2.876203703097332642e+00
-1.310244585810870444e+00,1.197988927137376791e+01
-1.491677436515028043e+00,7.450013202450719518e+00
2.245635581114870494e+00,-6.370529061535789239e+00
-2.935817227318305189e+00,4.370994300244090525e+00
-2.458857836076507652e+00,-3.476461317822173935e+00
-9.372077449565928475e+00,-2.042650474329722687e+00
-1.853241741532909881e+00,1.153435426595102342e+01
-4.555446441900973947e-02,-5.779564609550797982e+00
-4.813504582373215435e+00,-4.294423827614095579e+00
-2.839777283988746071e+00,1.058368338660643992e+01
-3.251890782698207971e+00,8.583824529302539474e+00
-5.781047169695986199e+00,-3.221806791318297947e+00
-1.350727013792450304e+00,4.383888256648668325e+00
-2.547603846902274149e+00,1.232664923264073309e+01
-1.839633850814577976e+00,1.173040732097901362e+01
-3.569401463465529112e+00,3.977198438112949042e+00
5.194553463579756780e+00,-3.857905173356677597e+00
1.268666095924274373e+00,8.691290378597521737e+00
-3.636649958259660309e+00,7.238112540466856260e+00
-1.550798627895834780e+00,8.161183753815155484e+00
-1.751365655394457210e+00,1.017986215974007358e+01
4.220440899420264458e+00,-7.824559522622489993e+00
-1.018452037288582357e+00,1.085619160254402971e+01
-3.095382079900349748e+00,9.042638371771651862e+00
-2.758532454001833223e+00,5.717125908317457039e+00
-1.699551924933593083e+00,7.600841150918553168e+00
1.006812053016026942e+00,-5.973642206845865665e+00
-3.636186431795290552e+00,-4.019109493220196505e+00
1.057669527436856827e+00,-2.843545134621368931e+00
-5.210053575684004956e-01,-5.362888058176692674e+00
4.743330181222638053e-01,2.916497913426263633e+00
-1.160954854421260452e+00,9.304437367669082803e+00
7.725926568774008629e-01,3.347572209807833321e+00
1.152832703852603446e-01,-4.981586921149959934e+00
-6.170633484069361074e-01,1.041010881751745032e+01
-2.768476039507761222e+00,8.523203202423278668e+00
-5.251734299738992640e+00,-2.084298572149505091e+00
-3.855256531607705206e+00,9.542193985145960511e+00
-8.018519427851658055e-01,5.956768941363929315e+00
-2.362710163362739202e+00,6.817769641475829090e+00
-1.997649748029914463e+00,-3.851287583264101144e+00
-6.651305121258658914e+00,-3.925013870958899531e+00
-5.577241145075111817e+00,1.140349573900527247e+01
1.197097713007153397e+00,-5.355928624855350151e+00
-3.250119449321430487e+00,5.377031433605155009e+00
1.180335374724909236e+00,-7.978953653932910228e+00
-6.912525652266907628e+00,-4.452982155256989927e+00
-1.768152668399876282e+00,9.191967868600769975e+00
-6.650584961588591248e+00,-2.118191906015439052e+00
-3.707643516125028960e+00,6.741626909766742060e+00
-3.712556645701232672e-01,-4.993218844760232145e+00
1.120564943710024020e-01,-6.589211810896469679e+00
-2.334250044139621671e+00,7.055626066429304899e+00
-6.967849635138989584e-01,1.001645647127252481e+01
-7.675422137153180557e-01,-5.695482008630685655e+00
-6.886568583881590433e-01,-9.551809528500758262e+00
3.197344098808704072e+00,-3.697803691881879296e+00
-1.668547621698204475e+00,4.668694748089479596e+00
-3.407292324330615241e-01,5.722527440203666771e+00
-7.633404748671734907e-01,-2.760692558521459450e+00
-2.159635242662798049e+00,-7.562304152658388290e+00
-5.109160438896682699e+00,-4.594926417436317578e+00
-4.570247151103878025e+00,-7.157872784404504252e-01
-4.874690444860444671e+00,-2.189160437577048146e+00
-1.422203820032405641e+00,5.208408215380704753e+00
1.861449710218728404e+00,-9.235863316810785761e+00
-4.264465958632475129e-01,-4.877648723440959344e+00
-1.356717831474209657e+00,-3.725909534779108689e+00
9.417313410035332844e-02,-4.058827966286551181e+00
-6.956353792381653633e+00,-8.815533133667925458e-01
1.081720443221668937e+00,5.816610335237385243e+00
3.141643373612296175e-02,-5.383508520329706393e+00
-2.850960275138392230e+00,7.515128260304020813e+00
-4.360219184945870907e+00,-2.949577723458359557e+00
-3.475937116024283569e-01,-4.333847162024932587e+00
-2.707202578108045987e+00,1.058572952152557356e+01
-3.775396089284982715e+00,4.134148063985637833e+00
1.263812042336133423e+00,-7.848240768932729594e+00
-1.448844085462240860e+00,3.759633271603719074e+00
-2.255214511067192618e+00,5.570969000762516110e+00
-3.091170883811527048e+00,9.379571420534640325e+00
